District ID,District Name,School ID,School Name,School Year,Percentage of Kindergarteners with PreK Experience,Number of K students
59,Groton School District,3,Claude Chester School,2009-10,61.5,52
59,Groton School District,17,Mary Morrisson School,2009-10,51.6,64
59,Groton School District,19,Northeast Academy Elementary School,2009-10,67.1,76
59,Groton School District,12,Pleasant Valley School,2009-10,66.7,51
59,Groton School District,1,S. B. Butler School,2009-10,84.5,58
60,Guilford School District,6,A. W. Cox School,2009-10,93.2,59
60,Guilford School District,4,Calvin Leete School,2009-10,93.4,61
60,Guilford School District,2,Guilford Lakes School,2009-10,88.1,59
60,Guilford School District,3,Melissa Jones School,2009-10,85.3,68
62,Hamden School District,12,Bear Path School,2009-10,85.7,56
62,Hamden School District,2,Church Street School,2009-10,62.7,51
62,Hamden School District,3,Dunbar Hill School,2009-10,67.6,37
62,Hamden School District,4,Helen Street School,2009-10,54.8,42
62,Hamden School District,11,Ridge Hill School,2009-10,78.3,46
62,Hamden School District,1,Shepherd Glen School,2009-10,83,47
62,Hamden School District,10,Spring Glen School,2009-10,90.5,74
62,Hamden School District,14,West Woods School,2009-10,92.6,81
63,Hampton School District,1,Hampton Elementary School,2009-10,88.2,17
64,Hartford School District,1,Americas Choice at SAND,2009-10,81.1,53
64,Hartford School District,37,Annie Fisher Montessori Magnet School,2009-10,83.3,12
64,Hartford School District,7,Asian Studies School at Dwight/Belizzi School,2009-10,18,89
64,Hartford School District,4,Batchelder School,2009-10,57.1,42
64,Hartford School District,35,Breakthrough II,2009-10,63.6,22
64,Hartford School District,33,Breakthrough Magnet School,2009-10,87.5,32
64,Hartford School District,6,Burns Latino Studies Academy,2009-10,52.9,68
64,Hartford School District,23,Burr School,2009-10,52,98
64,Hartford School District,24,Clark School,2009-10,56.9,51
64,Hartford School District,28,Dr. Ramon E. Betances Early Reading Lab School,2009-10,44.8,67
64,Hartford School District,9,Hooker School,2009-10,66.7,39
64,Hartford School District,36,IB Global Communications Academy,2009-10,32.9,73
64,Hartford School District,10,Kennelly School,2009-10,71.8,71
64,Hartford School District,11,Kinsella Magnet School,2009-10,84.1,63
64,Hartford School District,8,M. D. Fox ComPACT School,2009-10,56.7,134
64,Hartford School District,16,M. L. King School,2009-10,80.4,46
64,Hartford School District,12,McDonough School,2009-10,51,49
64,Hartford School District,19,Milner Core Knowledge School,2009-10,68.8,48
64,Hartford School District,32,Moylan School,2009-10,62.7,67
64,Hartford School District,14,Naylor School,2009-10,58.2,79
64,Hartford School District,20,Noah Webster Micro Society School,2009-10,68.7,67
64,Hartford School District,15,Parkville Community School,2009-10,51.3,80
64,Hartford School District,30,Sanchez School,2009-10,61,77
64,Hartford School District,17,Sarah J. Rawson Elementary School,2009-10,62.1,66
64,Hartford School District,26,Simpson-Waverly School,2009-10,72.1,43
64,Hartford School District,21,West Middle School,2009-10,54.3,94
64,Hartford School District,22,Wish School,2009-10,60,50
65,Hartland School District,1,Hartland School,2009-10,96.7,30
67,Hebron School District,2,Gilead Hill School,2009-10,92.5,120
286,Highville Charter School District,1,Highville Charter School,2009-10,100,40
264,Integrated Day Charter School District,1,Integrated Day Charter School,2009-10,90.9,33
261,Jumoke Academy District,1,Jumoke Academy,2009-10,89.4,47
68,Kent School District,1,Kent Center School,2009-10,100,36
69,Killingly School District,1,Killingly Central School,2009-10,72.5,102
69,Killingly School District,3,Killingly Memorial School,2009-10,55.6,90
245,Learn,1,Multicultural Magnet School,2009-10,86,93
245,Learn,2,The Friendship School,2009-10,98.1,154
71,Lebanon School District,1,Lebanon Elementary School,2009-10,89.9,79
72,Ledyard School District,2,Gales Ferry School,2009-10,88.9,72
72,Ledyard School District,4,Gallup Hill School,2009-10,81.6,38
72,Ledyard School District,1,Ledyard Center School,2009-10,69.1,55
73,Lisbon School District,1,Lisbon Central School,2009-10,82.9,41
74,Litchfield School District,2,Center School,2009-10,84.4,77
76,Madison School District,1,J. Milton Jeffrey Elementary School,2009-10,95.2,167
77,Manchester School District,1,Bowers School,2009-10,76.3,80
77,Manchester School District,3,Buckley School,2009-10,61.7,60
77,Manchester School District,4,Highland Park School,2009-10,74.1,54
77,Manchester School District,6,Keeney School,2009-10,80.4,51
77,Manchester School District,16,Martin School,2009-10,72.3,47
77,Manchester School District,9,Nathan Hale School,2009-10,82.5,40
77,Manchester School District,10,Robertson School,2009-10,77.5,71
77,Manchester School District,12,Verplanck School,2009-10,68.8,48
77,Manchester School District,13,Waddell School,2009-10,66,50
77,Manchester School District,14,Washington School,2009-10,64.2,53
78,Mansfield School District,4,Annie E. Vinton School,2009-10,77.8,54
78,Mansfield School District,2,Dorothy C. Goodwin School,2009-10,80.6,31
78,Mansfield School District,5,Southeast Elementary School,2009-10,90,30
79,Marlborough School District,1,Elmer Thienes-Mary Hall Elementary School,2009-10,82.7,81
80,Meriden School District,1,Benjamin Franklin School,2009-10,73.8,61
80,Meriden School District,11,Casimir Pulaski School,2009-10,78.1,96
80,Meriden School District,3,Hanover School,2009-10,80,55
80,Meriden School District,4,Israel Putnam School,2009-10,81.3,75
80,Meriden School District,5,John Barry School,2009-10,80.8,78
80,Meriden School District,7,Nathan Hale School,2009-10,70,100
80,Meriden School District,8,Roger Sherman School,2009-10,75.9,79
80,Meriden School District,10,Thomas Hooker School,2009-10,76.2,105
83,Middletown School District,2,Bielefield School,2009-10,84,50
83,Middletown School District,5,Farm Hill School,2009-10,82.8,58
83,Middletown School District,13,Lawrence School,2009-10,90,60
83,Middletown School District,9,MacDonough School,2009-10,76.9,39
83,Middletown School District,12,Moody School,2009-10,81.4,59
83,Middletown School District,11,Snow School,2009-10,86,50
83,Middletown School District,1,Spencer School,2009-10,90.7,75
83,Middletown School District,14,Wesley School,2009-10,85.5,76
84,Milford School District,1,Calf Pen Meadow School,2009-10,78,41
84,Milford School District,19,J. F. Kennedy School,2009-10,78.4,51
84,Milford School District,16,Live Oaks School,2009-10,87,46
84,Milford School District,7,Meadowside School,2009-10,83.9,56
84,Milford School District,8,Orange Avenue School,2009-10,82.2,73
84,Milford School District,18,Orchard Hills School,2009-10,83.3,48
84,Milford School District,10,Pumpkin Delight School,2009-10,85.5,117
84,Milford School District,14,Simon Lake School,2009-10,80.7,57
85,Monroe School District,5,Fawn Hollow Elementary School,2009-10,95.9,97
85,Monroe School District,1,Monroe Elementary School,2009-10,86.4,59
85,Monroe School District,3,Stepney Elementary School,2009-10,93.3,89
86,Montville School District,7,Dr. Charles E. Murphy School,2009-10,73.5,34
86,Montville School District,1,Mohegan School,2009-10,50.7,71
86,Montville School District,5,Oakdale School,2009-10,94.8,58
88,Naugatuck School District,8,Andrew Avenue School,2009-10,80.5,41
88,Naugatuck School District,1,Central Avenue School,2009-10,73.1,52
88,Naugatuck School District,5,Hop Brook Elementary School,2009-10,67.4,46
88,Naugatuck School District,3,Maple Hill School,2009-10,89.6,106
88,Naugatuck School District,6,Salem School,2009-10,77.5,40
88,Naugatuck School District,7,Western School,2009-10,66.2,65
280,"New Beginnings Inc., Family Academy District",1,"New Beginnings Inc., Family Academy",2009-10,76.2,42
89,New Britain School District,3,Chamberlain School,2009-10,70.8,130
89,New Britain School District,11,Diloreto Magnet School,2009-10,90.4,94
89,New Britain School District,5,Gaffney School,2009-10,69.9,73
89,New Britain School District,6,Holmes School,2009-10,81.4,86
89,New Britain School District,7,Jefferson School,2009-10,82.7,75
89,New Britain School District,8,Lincoln School,2009-10,79.8,99
89,New Britain School District,9,Northend School,2009-10,72.9,48
89,New Britain School District,12,Smalley Academy,2009-10,83.3,72
89,New Britain School District,13,Smith School,2009-10,77.7,94
89,New Britain School District,15,Vance School,2009-10,94.2,86
90,New Canaan School District,4,East School,2009-10,93.7,95
90,New Canaan School District,2,South School,2009-10,96.6,89
90,New Canaan School District,3,West School,2009-10,100,74
91,New Fairfield School District,1,Consolidated School,2009-10,94.1,187
92,New Hartford School District,1,Bakerville Consolidated School,2009-10,84.4,45
92,New Hartford School District,2,New Hartford Elementary School,2009-10,100,29
93,New Haven School District,15,Augusta Lewis Troup School,2009-10,71.4,49
93,New Haven School District,2,Barnard Environmental Magnet School,2009-10,73.1,67
93,New Haven School District,3,Beecher School,2009-10,79.6,49
93,New Haven School District,18,Benjamin Jepson Magnet School,2009-10,72.7,55
93,New Haven School District,43,Bishop Woods School,2009-10,70.6,51
93,New Haven School District,48,Celentano School,2009-10,81,42
93,New Haven School District,41,Christopher Columbus Academy,2009-10,97.9,47
93,New Haven School District,5,Clarence Rogers School,2009-10,89.6,48
93,New Haven School District,42,Clemente Leadership Academy,2009-10,78.8,52
93,New Haven School District,6,Clinton Avenue School,2009-10,83.8,37
93,New Haven School District,31,Conte/West Hills Magnet School,2009-10,82.2,73
93,New Haven School District,9,Davis 21st Century Magnet Elementary School,2009-10,84.6,52
93,New Haven School District,46,East Rock Community Magnet School,2009-10,83.7,49
93,New Haven School District,12,Edgewood School,2009-10,75.5,49
93,New Haven School District,16,Fair Haven School,2009-10,74.5,55
93,New Haven School District,7,Hill Central Music Academy,2009-10,61.9,42
93,New Haven School District,13,John C. Daniels,2009-10,89.6,48
93,New Haven School District,8,John S. Martinez School,2009-10,82.2,45
93,New Haven School District,30,King/Robinson Magnet School,2009-10,84.2,57
93,New Haven School District,20,Lincoln-Bassett School,2009-10,71.7,53
93,New Haven School District,19,Mauro-Sheridan Magnet School,2009-10,78,50
93,New Haven School District,49,Microsociety Magnet School,2009-10,76.3,38
93,New Haven School District,14,Nathan Hale School,2009-10,90.2,51
93,New Haven School District,10,Ross/Woodward School,2009-10,69.4,49
93,New Haven School District,28,Strong School KG,2009-10,36.4,209
93,New Haven School District,29,Truman School,2009-10,74,50
93,New Haven School District,32,Wexler/Grant Community School,2009-10,82.7,52
93,New Haven School District,38,Worthington Hooker School,2009-10,92,50
95,New London School District,2,Harbor School,2009-10,45.2,31
95,New London School District,3,Jennings School,2009-10,74.7,79
95,New London School District,9,Nathan Hale School,2009-10,69.6,23
95,New London School District,5,Shoreline Academy,2009-10,76.2,21
95,New London School District,8,Winthrop School,2009-10,83.7,43
96,New Milford School District,5,Hill And Plain School,2009-10,75,92
96,New Milford School District,7,John Pettibone School,2009-10,72.2,108
96,New Milford School District,8,Northville Elementary School,2009-10,89,127
94,Newington School District,6,Anna Reynolds School,2009-10,83.1,83
94,Newington School District,2,Elizabeth Green School,2009-10,74.6,67
94,Newington School District,8,John Paterson School,2009-10,96.3,81
94,Newington School District,7,Ruth Chaffee School,2009-10,86.5,89
97,Newtown School District,1,Hawley Elementary School,2009-10,95.5,66
97,Newtown School District,4,Head O'Meadow Elementary School,2009-10,100,43
97,Newtown School District,3,Middle Gate Elementary School,2009-10,95.2,83
97,Newtown School District,2,Sandy Hook Elementary School,2009-10,98,100
98,Norfolk School District,1,Botelle Elementary School,2009-10,100,15
99,North Branford School District,4,Jerome Harrison School,2009-10,83.1,65
99,North Branford School District,5,Stanley T. Williams School,2009-10,92.6,68
100,North Canaan School District,1,North Canaan Elementary School,2009-10,74.4,39
101,North Haven School District,8,Clintonville Elementary School,2009-10,85.7,56
101,North Haven School District,7,Green Acres Elementary School,2009-10,90.2,61
101,North Haven School District,2,Montowese Elementary School,2009-10,98.5,65
101,North Haven School District,3,Ridge Road Elementary School,2009-10,85.7,70
102,North Stonington School District,1,North Stonington Elementary School,2009-10,87.9,66
103,Norwalk School District,2,Brookside Elementary School,2009-10,95.2,83
103,Norwalk School District,3,Columbus Magnet School,2009-10,93,43
103,Norwalk School District,4,Cranbury Elementary School,2009-10,91.1,90
103,Norwalk School District,20,Fox Run Elementary School,2009-10,91.9,99
103,Norwalk School District,7,Jefferson Magnet School,2009-10,56.5,108
103,Norwalk School District,8,Kendall Elementary School,2009-10,71.8,85
103,Norwalk School District,22,Marvin Elementary School,2009-10,84.4,77
103,Norwalk School District,21,Naramake Elementary School,2009-10,95.4,87
103,Norwalk School District,13,Rowayton School,2009-10,96.4,84
103,Norwalk School District,23,Silvermine Elementary School,2009-10,89.5,57
103,Norwalk School District,14,Tracey School,2009-10,78.7,75
103,Norwalk School District,24,Wolfpit School,2009-10,89.2,65
104,Norwich School District,1,Bishop School,2009-10,61.5,26
104,Norwich School District,6,Greeneville School,2009-10,53.7,41
104,Norwich School District,14,John B. Stanton School,2009-10,52.3,44
104,Norwich School District,20,John M. Moriarty School,2009-10,82.4,51
104,Norwich School District,8,Samuel Huntington School,2009-10,88.3,77
104,Norwich School District,17,Thomas W. Mahan School,2009-10,82.9,41
104,Norwich School District,19,Uncas School,2009-10,66.7,33
104,Norwich School District,18,Veterans' Memorial School,2009-10,100,30
104,Norwich School District,15,Wequonnoc School,2009-10,65,40
106,Old Saybrook School District,2,Kathleen E. Goodwin School,2009-10,92.4,105
107,Orange School District,2,Mary L. Tracy School,2009-10,92.6,162
108,Oxford School District,3,Quaker Farms School,2009-10,94.4,177
109,Plainfield School District,5,Early Childhood Center,2009-10,63.9,183
110,Plainville School District,4,Frank T. Wheeler School,2009-10,74.4,39
110,Plainville School District,2,Linden Street School,2009-10,83.6,61
110,Plainville School District,5,Louis Toffolon School,2009-10,92.6,68
111,Plymouth School District,4,Harry S. Fisher Elementary School,2009-10,91.8,49
111,Plymouth School District,2,Plymouth Center School,2009-10,85.7,56
112,Pomfret School District,1,Pomfret Community School,2009-10,88.6,44
113,Portland School District,2,Valley View School,2009-10,97.2,108
114,Preston School District,4,Preston Veterans' Memorial School,2009-10,31.4,35
116,Putnam School District,3,Putnam Elementary School,2009-10,71.3,101
117,Redding School District,1,Redding Elementary School,2009-10,95.6,114
206,Regional School District 06,1,Goshen Center School,2009-10,92.3,26
206,Regional School District 06,2,James Morris School,2009-10,76,25
206,Regional School District 06,3,Warren Elementary School,2009-10,100,15
210,Regional School District 10,3,Harwinton Consolidated School,2009-10,84.8,79
210,Regional School District 10,2,Lake Garda Elementary School,2009-10,86.2,116
212,Regional School District 12,2,Booth Free School,2009-10,100,13
212,Regional School District 12,1,The Burnham School,2009-10,93.3,15
212,Regional School District 12,4,Washington Primary School,2009-10,95,20
213,Regional School District 13,1,Frederick Brewster School,2009-10,90.3,62
213,Regional School District 13,5,John Lyman School,2009-10,96.4,56
214,Regional School District 14,1,Bethlehem Elementary School,2009-10,87,108
215,Regional School District 15,4,Gainfield Elementary School,2009-10,91.4,70
215,Regional School District 15,7,Long Meadow Elementary School,2009-10,96.4,83
215,Regional School District 15,6,Middlebury Elementary School,2009-10,91,67
215,Regional School District 15,5,Pomperaug School,2009-10,96.4,83
216,Regional School District 16,3,Algonquin School,2009-10,100,112
216,Regional School District 16,1,Laurel Ledge School,2009-10,81.6,87
217,Regional School District 17,2,Burr District Elementary School,2009-10,91.8,49
217,Regional School District 17,1,Haddam Elementary School,2009-10,83.6,55
217,Regional School District 17,3,Killingworth Elementary School,2009-10,94.4,72
218,Regional School District 18,1,Lyme Consolidated School,2009-10,66.7,21
218,Regional School District 18,2,Mile Creek School,2009-10,83.7,92
118,Ridgefield School District,8,Barlow Mountain Elementary School,2009-10,84.3,51
118,Ridgefield School District,6,Branchville Elementary School,2009-10,100,55
118,Ridgefield School District,4,Farmingville Elementary School,2009-10,100,63
118,Ridgefield School District,3,Ridgebury Elementary School,2009-10,76.8,56
118,Ridgefield School District,5,Scotland Elementary School,2009-10,100,50
118,Ridgefield School District,2,Veterans Park Elementary School,2009-10,91.3,46
119,Rocky Hill School District,2,Dr. Oran A. Moser School,2009-10,75,28
119,Rocky Hill School District,4,Myrtle H. Stevens School,2009-10,91.4,58
119,Rocky Hill School District,5,West Hill School,2009-10,91.8,98
121,Salem School District,1,Salem Elementary School,2009-10,83.3,30
122,Salisbury School District,1,Salisbury Central School,2009-10,86.8,38
123,Scotland School District,1,Scotland Elementary School,2009-10,94.1,17
124,Seymour School District,3,Anna L. Lopresti School,2009-10,85.7,35
124,Seymour School District,1,Bungay School,2009-10,83.1,77
124,Seymour School District,4,Paul Chatfield School,2009-10,77.8,36
125,Sharon School District,1,Sharon Center School,2009-10,69.2,26
126,Shelton School District,10,Booth Hill School,2009-10,96.3,54
126,Shelton School District,5,Elizabeth Shelton School,2009-10,98.3,60
126,Shelton School District,4,Lafayette School,2009-10,74.3,35
126,Shelton School District,8,Long Hill School,2009-10,88.2,68
126,Shelton School District,9,Mohegan School,2009-10,94.9,79
126,Shelton School District,6,Sunnyside School,2009-10,86.8,38
127,Sherman School District,1,Sherman School,2009-10,84.2,38
270,Side By Side Community School District,1,Side By Side Community School,2009-10,77.3,22
128,Simsbury School District,1,Central School,2009-10,89.4,47
128,Simsbury School District,7,Squadron Line School,2009-10,100,82
128,Simsbury School District,3,Tariffville School,2009-10,82.5,40
128,Simsbury School District,4,Tootin' Hills School,2009-10,95,100
129,Somers School District,4,Somers Elementary School,2009-10,88.2,85
132,South Windsor School District,7,Eli Terry School,2009-10,51,49
132,South Windsor School District,6,Orchard Hill School,2009-10,70,60
132,South Windsor School District,1,Philip R. Smith School,2009-10,52.2,46
132,South Windsor School District,2,Pleasant Valley School,2009-10,90,50
132,South Windsor School District,4,Wapping Elementary School,2009-10,90,40
131,Southington School District,15,Derynoski Elementary School,2009-10,77.5,111
131,Southington School District,13,Flanders School,2009-10,47.8,46
131,Southington School District,2,Hatton School,2009-10,83.9,56
131,Southington School District,6,Plantsville School at North Center,2009-10,60.7,28
131,Southington School District,7,South End School,2009-10,72.7,44
131,Southington School District,8,Strong School,2009-10,85.7,63
131,Southington School District,9,Thalberg School,2009-10,78.1,64
131,Southington School District,14,Urbin T. Kelley School,2009-10,100,58
133,Sprague School District,1,Sayles School,2009-10,72.7,33
134,Stafford School District,3,Staffordville School,2009-10,90.4,52
134,Stafford School District,4,West Stafford School,2009-10,89.8,59
135,Stamford School District,20,Davenport Ridge School,2009-10,75.7,107
135,Stamford School District,22,Hart School,2009-10,76.7,116
135,Stamford School District,12,Julia A. Stark School,2009-10,70.7,92
135,Stamford School District,5,K. T. Murphy School,2009-10,75.3,97
135,Stamford School District,6,Newfield School,2009-10,89.7,117
135,Stamford School District,18,Northeast School,2009-10,100,124
135,Stamford School District,8,Rogers International School,2009-10,84.8,92
135,Stamford School District,9,Roxbury School,2009-10,67.7,127
135,Stamford School District,11,Springdale School,2009-10,73,100
135,Stamford School District,21,Stillmeadow School,2009-10,71.7,106
135,Stamford School District,19,Toquam Magnet School,2009-10,81.2,117
135,Stamford School District,14,Westover School,2009-10,82.1,106
136,Sterling School District,3,Sterling Community School,2009-10,79.5,44
137,Stonington School District,5,Deans Mill School,2009-10,66.2,77
137,Stonington School District,6,West Vine Street School,2009-10,89.5,76
138,Stratford School District,3,Chapel School,2009-10,73.8,122
138,Stratford School District,13,Eli Whitney School,2009-10,74.4,43
138,Stratford School District,4,Franklin School,2009-10,43.2,44
138,Stratford School District,8,Lordship School,2009-10,88.6,44
138,Stratford School District,9,Nichols School,2009-10,73.8,65
138,Stratford School District,10,Second Hill Lane School,2009-10,54.9,122
138,Stratford School District,16,Stratford Academy - Honeyspot House,2009-10,73,63
138,Stratford School District,14,Wilcoxson School,2009-10,71.4,42
139,Suffield School District,4,A. Ward Spaulding School,2009-10,88,158
140,Thomaston School District,1,Black Rock School,2009-10,87.9,66
141,Thompson School District,1,Mary R. Fisher Elementary School,2009-10,50.5,95
142,Tolland School District,1,Birch Grove Primary School,2009-10,60.7,201
143,Torrington School District,1,East School,2009-10,83.8,80
143,Torrington School District,2,Forbes School,2009-10,72.1,68
143,Torrington School District,8,Southwest School,2009-10,67.2,67
143,Torrington School District,9,Torringford School,2009-10,78.6,103
143,Torrington School District,13,Vogel-Wetmore School,2009-10,70.9,86
144,Trumbull School District,1,Booth Hill School,2009-10,95.5,89
144,Trumbull School District,8,Daniels Farm School,2009-10,97.6,82
144,Trumbull School District,10,Frenchtown Elementary School,2009-10,88.3,103
144,Trumbull School District,4,Jane Ryan School,2009-10,100,70
144,Trumbull School District,3,Middlebrook School,2009-10,87.5,80
144,Trumbull School District,9,Tashua School,2009-10,96.1,51
145,Union School District,1,Union Elementary School,2009-10,100,6
146,Vernon School District,14,Center Road School,2009-10,78.7,89
146,Vernon School District,1,Lake Street School,2009-10,94.7,38
146,Vernon School District,2,Maple Street School,2009-10,60,60
146,Vernon School District,3,Northeast School,2009-10,74.4,43
146,Vernon School District,10,Skinner Road School,2009-10,87,69
147,Voluntown School District,1,Voluntown Elementary School,2009-10,100,31
148,Wallingford School District,10,Cook Hill School,2009-10,95.7,46
148,Wallingford School District,9,Evarts C. Stevens School,2009-10,94.6,74
148,Wallingford School District,2,Highland School,2009-10,94.4,36
148,Wallingford School District,1,Moses Y. Beach School,2009-10,100,53
148,Wallingford School District,3,Parker Farms School,2009-10,74.1,54
148,Wallingford School District,12,Pond Hill School,2009-10,88.1,42
148,Wallingford School District,4,Rock Hill School,2009-10,85.7,28
148,Wallingford School District,8,Yalesville School,2009-10,89.5,76
151,Waterbury School District,21,B. W. Tinker School,2009-10,68.1,94
151,Waterbury School District,3,Barnard School,2009-10,82.9,41
151,Waterbury School District,10,Brooklyn Elementary School,2009-10,56.4,39
151,Waterbury School District,5,Bucks Hill School,2009-10,73,115
151,Waterbury School District,6,Bunker Hill School,2009-10,74.4,86
151,Waterbury School District,27,Carrington School,2009-10,52.7,74
151,Waterbury School District,9,Driggs School,2009-10,52.3,109
151,Waterbury School District,14,F. J. Kingsbury School,2009-10,70,80
151,Waterbury School District,26,Gilmartin School,2009-10,54.8,93
151,Waterbury School District,7,H. S. Chase School,2009-10,54.1,111
151,Waterbury School District,13,Hopeville School,2009-10,35.9,92
151,Waterbury School District,31,Maloney Interdistrict Magnet School,2009-10,92.2,90
151,Waterbury School District,11,Margaret M. Generali Elementary School,2009-10,67.9,109
151,Waterbury School District,28,Regan School,2009-10,47.5,40
151,Waterbury School District,33,Rotella Interdistrict Magnet School,2009-10,90,90
151,Waterbury School District,20,Sprague School,2009-10,75,76
151,Waterbury School District,22,Walsh School,2009-10,59.4,101
151,Waterbury School District,23,Washington School,2009-10,70.2,57
151,Waterbury School District,8,Wendell L. Cross School,2009-10,65,60
151,Waterbury School District,32,Woodrow Wilson School,2009-10,69.8,96
152,Waterford School District,6,Oswegatchie Elementary School,2009-10,82.1,56
152,Waterford School District,7,Quaker Hill Elementary School,2009-10,83.3,48
152,Waterford School District,5,Southwest Elementary School,2009-10,96,25
153,Watertown School District,2,John Trumbull Primary School,2009-10,82.8,221
155,West Hartford School District,16,Aiken School,2009-10,96,75
155,West Hartford School District,2,Braeburn School,2009-10,96.8,63
155,West Hartford School District,4,Bugbee School,2009-10,92.9,85
155,West Hartford School District,5,Charter Oak Academy,2009-10,70.5,44
155,West Hartford School District,6,Duffy School,2009-10,95,101
155,West Hartford School District,9,Morley School,2009-10,91.5,59
155,West Hartford School District,10,Norfeldt School,2009-10,92.6,68
155,West Hartford School District,17,Smith School,2009-10,70.8,48
155,West Hartford School District,12,Webster Hill School,2009-10,91.7,84
155,West Hartford School District,13,Whiting Lane School,2009-10,86.7,75
155,West Hartford School District,15,Wolcott School,2009-10,87.2,86
156,West Haven School District,8,Alma E. Pagels School,2009-10,75,68
156,West Haven School District,13,Anna V. Molloy School,2009-10,51.1,47
156,West Haven School District,10,Clarence E. Thompson School,2009-10,58.6,70
156,West Haven School District,6,Edith E. Mackrille School,2009-10,91.7,60
156,West Haven School District,3,Forest School,2009-10,46.5,86
156,West Haven School District,14,Savin Rock Community School,2009-10,58.7,63
156,West Haven School District,4,Seth G. Haley School,2009-10,73.8,80
156,West Haven School District,12,Washington School,2009-10,50.6,85
154,Westbrook School District,2,Daisy Ingraham School,2009-10,72.1,68
157,Weston School District,1,Hurlbutt Elementary School,2009-10,100,158
158,Westport School District,3,Coleytown Elementary School,2009-10,100,73
158,Westport School District,4,Green's Farms School,2009-10,96.7,61
158,Westport School District,5,King's Highway Elementary School,2009-10,97.4,78
158,Westport School District,7,Long Lots School,2009-10,98.9,87
158,Westport School District,8,Saugatuck Elementary School,2009-10,98.7,78
159,Wethersfield School District,8,Alfred W. Hanmer School,2009-10,80.4,56
159,Wethersfield School District,10,Charles Wright School,2009-10,79.5,44
159,Wethersfield School District,2,Emerson-Williams School,2009-10,90.5,63
159,Wethersfield School District,11,Highcrest School,2009-10,89.1,55
159,Wethersfield School District,12,Samuel B. Webb Elementary School,2009-10,81.6,49
160,Willington School District,1,Center School,2009-10,74.5,51
161,Wilton School District,6,Ina E. Driscoll School,2009-10,100,147
161,Wilton School District,5,Miller-Driscoll School,2009-10,99.2,129
162,Winchester School District,4,Batcheller Early Education Center,2009-10,94,83
163,Windham School District,1,Natchaug School,2009-10,63.6,44
163,Windham School District,3,North Windham School,2009-10,78.4,97
163,Windham School District,6,W. B. Sweeney School,2009-10,78.9,76
163,Windham School District,5,Windham Center School,2009-10,85.5,62
165,Windsor Locks School District,1,North Street School,2009-10,59.5,126
164,Windsor School District,10,Roger Wolcott Early Child Center,2009-10,82.7,173
166,Wolcott School District,6,Alcott School,2009-10,87.5,40
166,Wolcott School District,2,Frisbie School,2009-10,85.5,62
166,Wolcott School District,5,Wakelee School,2009-10,73.6,53
167,Woodbridge School District,1,Beecher Road Primary School,2009-10,83.2,95
169,Woodstock School District,2,Woodstock Elementary School,2009-10,88.6,88
288,Achievement First Hartford Academy Inc.,1,Achievement First Hartford Academy Inc.,2008-09,87.5,85
279,Amistad Academy District,51,Amistad Academy,2008-09,90.7,86
1,Andover School District,1,Andover Elementary School,2008-09,76.2,42
2,Ansonia School District,8,Prendergast School,2008-09,64.3,224
244,Area Cooperative Educational Services,3,Wintergreen Interdistrict Magnet School,2008-09,88.3,60
3,Ashford School District,1,Ashford School,2008-09,91.7,48
4,Avon School District,4,Pine Grove School,2008-09,94,84
4,Avon School District,3,Roaring Brook School,2008-09,78.8,132
5,Barkhamsted School District,1,Barkhamsted Elementary School,2008-09,91.2,57
7,Berlin School District,4,Emma Hart Willard School,2008-09,90.8,87
7,Berlin School District,5,Mary E. Griswold School,2008-09,97.3,110
7,Berlin School District,1,Richard D. Hubbard School,2008-09,94.6,37
8,Bethany School District,1,Bethany Community School,2008-09,90.1,71
9,Bethel School District,4,Anna H. Rockwell School,2008-09,91.7,108
9,Bethel School District,1,Frank A. Berry School,2008-09,59,105
11,Bloomfield School District,3,J. P. Vincent School,2008-09,95.8,48
11,Bloomfield School District,6,Laurel School,2008-09,91.3,46
11,Bloomfield School District,5,Metacomet School,2008-09,75.7,37
12,Bolton School District,1,Bolton Center School,2008-09,58.3,48
13,Bozrah School District,1,Fields Memorial School,2008-09,68.2,22
14,Branford School District,16,John B. Sliney School,2008-09,100,63
14,Branford School District,15,Mary R. Tisko School,2008-09,96,75
14,Branford School District,14,Mary T. Murphy School,2008-09,76.3,80
15,Bridgeport School District,1,Barnum School,2008-09,50,76
15,Bridgeport School District,2,Beardsley School,2008-09,62.2,45
15,Bridgeport School District,3,Black Rock School,2008-09,59.2,49
15,Bridgeport School District,40,Blackham School,2008-09,77.1,109
15,Bridgeport School District,4,Bryant School,2008-09,54.5,77
15,Bridgeport School District,14,Cesar Batalla School,2008-09,76.6,108
15,Bridgeport School District,21,Classical Studies Academy,2008-09,89.1,46
15,Bridgeport School District,5,Columbus School,2008-09,72.5,80
15,Bridgeport School District,39,Cross School,2008-09,97.2,36
15,Bridgeport School District,42,Curiale School,2008-09,30.3,66
15,Bridgeport School District,41,Dunbar School,2008-09,55.6,45
15,Bridgeport School District,7,Edison School,2008-09,41.9,31
15,Bridgeport School District,32,Geraldine Johnson School,2008-09,54.3,105
15,Bridgeport School District,11,Hall School,2008-09,52.9,34
15,Bridgeport School District,12,Hallen School,2008-09,100,46
15,Bridgeport School District,45,High Horizons Magnet School,2008-09,92,50
15,Bridgeport School District,13,Hooker School,2008-09,84,50
15,Bridgeport School District,22,Jettie S. Tisdale School,2008-09,42.2,64
